prey_taxon,prey_stage,prey_kingdom,prey_class,prey_order,prey_family,prey_species,prey_taxon_cleaned,prey_phylum,prey_superclass,prey_subclass,prey_subphylum,prey_type,prey_origin
Culicoides,unknown,Metazoa,Insecta,Plecoptera,Perlodidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
culicinae larvae,larvae,Animalia,Insecta,Diptera,Culicidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
culicides sp,unknown,Animalia,Insecta,Diptera,Ceratopogonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
culicidae larvae,larvae,Animalia,Insecta,Diptera,Culicidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
culicidae,unknown,Metazoa,Insecta,Diptera,Culicidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
culicid larvae,larvae,Animalia,Insecta,Diptera,Culicidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ctenopelmatinae,unknown,Animalia,Insecta,Hymenoptera,Ichneumonidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
ctenicichla_britskii,unknown,Metazoa,Actinopterygii,Cichliformes,Cichlidae,Crenicichla britskii,NA,Chordata,NA,NA,NA,NA,aquatic
crysomelidae,unknown,Animalia,Insecta,Coleoptera,Chrysomelidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
cryptochironomus sp_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,Cryptochironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
cryptochironomus,unknown,Animalia,Insecta,Diptera,Chironomidae,Cryptochironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
crustaces,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustaceans,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustacean remains,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustacean larvae,larvae,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustacean eggs,eggs,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustacean appendages,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustacean,unknown,Animalia,NA,NA,NA,NA,Crustacean,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustacea_undet,unknown,Animalia,NA,NA,NA,NA,Crustacean,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustacea_remains,unknown,Animalia,NA,NA,NA,NA,Crustacean,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustacea unidentifed,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustacea gammarus,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crustacea,unknown,Animalia,NA,NA,NA,NA,Crustacean,Arthropoda,NA,NA,Crustacea,NA,aquatic
crucian carp_carassius_auratus_linnaeus_cyprinidae,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Carassius auratus,NA,Chordata,NA,NA,NA,NA,aquatic
crinurina sp,unknown,Animalia,Insecta,Diptera,Anthomyiidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
cricotopus sp,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cricotopus,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
creek chub,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Semotilus atromaculatus,NA,Chordata,NA,NA,NA,NA,aquatic
crayfshes,unknown,Animalia,Malacostraca,Decapoda,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crayfsh cambarus,unknown,Animalia,Malacostraca,Decapoda,Cambaridae,Cambarus sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
Crayfsh,unknown,Animalia,Malacostraca,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
crayfsh,unknown,Animalia,Malacostraca,Decapoda,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crayfishes,unknown,Animalia,Malacostraca,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
crayfish_aquatic,unknown,Animalia,Actinopterygii,NA,NA,NA,Actinopterygii,NA,NA,NA,NA,NA,aquatic
crayfish prawn,unknown,Animalia,Malacostraca,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Crayfish,unknown,Animalia,Malacostraca,NA,NA,NA,Actinopterygii,NA,NA,NA,NA,NA,aquatic
crayfish,unknown,Animalia,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
cratichneumonina,unknown,Animalia,Insecta,Hymenoptera,Ichneumonidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
crangon spp,unknown,Animalia,Malacostraca,Decapoda,Crangonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
crangon franciscorum,unknown,Animalia,Malacostraca,Decapoda,Crangonidae,Crangon franciscorum,NA,Arthropoda,NA,NA,NA,NA,aquatic
cranefies,unknown,Animalia,Insecta,Diptera,Tipulidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
Crambidae,unknown,Metazoa,Insecta,Lepidoptera,Crambidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
crambidae,unknown,Metazoa,Insecta,Lepidoptera,Crambidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
crabs_undet,unknown,Animalia,Malacostraca,Decapoda,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
crabs,unknown,Animalia,Malacostraca,Decapoda,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cottus gobio,unknown,Animalia,Actinopterygii,Scorpaeniformes,Cottidae,Cottus gobio,NA,Chordata,NA,NA,NA,NA,aquatic
cottus cognatus,unknown,Animalia,Actinopterygii,Scorpaeniformes,Cottidae,Cottus cognatus,NA,Chordata,NA,NA,NA,NA,aquatic
cottus bairdii_juveniles,juvenile,Animalia,Actinopterygii,Scorpaeniformes,Cottidae,Cottus bairdii,NA,Chordata,NA,NA,NA,NA,aquatic
cottus asper,unknown,Animalia,Actinopterygii,Scorpaeniformes,Cottidae,Cottus asper,NA,Chordata,NA,NA,NA,NA,aquatic
cottus,unknown,Animalia,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
cotlidae,unknown,Animalia,Teleostei,Scorpaeniformes,Cottidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
cosrnariurn sp,unknown,Plantae,Zygnematophyceae,Desmidiales,Desmidiaceae,Cosmarium,NA,Charophyta,NA,NA,NA,NA,aquatic
cosmosalia chrysocoma,unknown,Animalia,Insecta,Coleoptera,Cerambycidae,Cosmosalia chrysocoma,NA,Arthropoda,NA,NA,NA,NA,terrestrial
cosmarium_sp,unknown,Viridiplantae,Zygnematophyceae,Desmidiales,Desmidiaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
cosmarium sp,unknown,Plantae,Zygnematophyceae,Zygnematales,Desmidiaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
cosmarium,unknown,Viridiplantae,Zygnematophyceae,Desmidiales,Desmidiaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
cosmaria,unknown,Plantae,Bacillariophyceae,Cymbellales,Gomphonemataceae,Cosmarium,NA,Ochrophyta,NA,NA,NA,NA,aquatic
corynoneura,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corydoras_aeneus,unknown,Metazoa,Actinopterygii,Siluriformes,Callichthyidae,Corydoras aeneus,NA,Chordata,NA,NA,NA,NA,aquatic
corydalus,unknown,Animalia,Insecta,Megaloptera,Corydalidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Corydalidae,unknown,Animalia,Insecta,Megaloptera,Corydalidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corydalidae,unknown,Animalia,Insecta,Megaloptera,Corydalidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
coryalidae,unknown,Animalia,Insecta,Megaloptera,Corydalidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corrodentia,unknown,Animalia,Insecta,Psocoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
corophium spp,unknown,Animalia,Malacostraca,Amphipoda,Corophiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corophium spinicorne,unknown,Animalia,Malacostraca,Amphipoda,Corophiidae,Americorophium spinicorne,NA,Arthropoda,NA,NA,NA,NA,aquatic
corophium sp,unknown,Animalia,Malacostraca,Amphipoda,Corophiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corophium salmonis,unknown,Animalia,Malacostraca,Amphipoda,Corophiidae,Americorophium salmonis,NA,Arthropoda,NA,NA,NA,NA,aquatic
corophiidae,unknown,Animalia,Malacostraca,Amphipoda,Corophiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Corizidae,unknown,Animalia,Insecta,Hemiptera,Corizidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
corixidwgs,unknown,Animalia,Insecta,Hemiptera,Corixidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corixidae larvae,larvae,Animalia,Insecta,Hemiptera,Corixidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corixidae adults,adults,Animalia,Insecta,Hemiptera,Corixidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corixidae adult,adults,Animalia,Insecta,Hemiptera,Corixidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corixidae,unknown,Metazoa,Insecta,Hemiptera,Corixidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Corixidae,unknown,Animalia,Insecta,Hemiptera,Corixidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corixdae,unknown,Animalia,Insecta,Hemiptera,Corixidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corixa,unknown,Animalia,Insecta,Hemiptera,Corixidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corethra sp,unknown,Animalia,Insecta,Diptera,Chaoboridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
coregonus clupeaformis,unknown,Animalia,Actinopterygii,Salmoniformes,Salmonidae,Coregonus clupeaformis,NA,Chordata,NA,NA,NA,NA,aquatic
coregonus artedi,unknown,Animalia,Actinopterygii,Salmoniformes,Salmonidae,Coregonus artedi,NA,Chordata,NA,NA,NA,NA,aquatic
coregonid,unknown,Animalia,Actinopterygii,Salmoniformes,Salmonidae,Coregonus sp.,NA,Chordata,NA,NA,NA,NA,aquatic
cordulidae,unknown,Metazoa,Insecta,Coleoptera,Dytiscidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
corbiculidae,unknown,Animalia,Bivalvia,Veneroida,Corbiculidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
corbicula spp,unknown,Animalia,Bivalvia,Venerida,Cyrenidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
corbicula manilensis,unknown,Animalia,Bivalvia,Venerida,Cyrenidae,Corbicula fluminea,NA,Mollusca,NA,NA,NA,NA,aquatic
corbicula,unknown,Animalia,Bivalvia,Venerida,Cyrenidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
Coptotomus,unknown,Metazoa,Insecta,Ephemeroptera,Polymitarcyidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
copepods 48,unknown,Animalia,Hexanauplia,NA,NA,NA,NA,Arthropoda,NA,Copepoda,NA,NA,aquatic
copepods 46,unknown,Animalia,Hexanauplia,NA,NA,NA,NA,Arthropoda,NA,Copepoda,NA,NA,aquatic
copepods,unknown,Metazoa,Hexanauplia,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Copepods,unknown,Animalia,Maxillopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
copepoda_undet,unknown,Animalia,Maxillopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
copepoda_harpacticoid,unknown,Animalia,Maxillopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
copepoda_arguloid,unknown,Animalia,Maxillopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
copepoda nauplii,unknown,Animalia,Hexanauplia,NA,NA,NA,NA,Arthropoda,NA,Copepoda,NA,NA,aquatic
copepoda larvae,larvae,Animalia,Hexanauplia,NA,NA,NA,NA,Arthropoda,NA,Copepoda,NA,NA,aquatic
copepoda harpacticoida,unknown,Animalia,Hexanauplia,Harpacticoida,NA,NA,NA,Arthropoda,NA,Copepoda,NA,NA,aquatic
copepoda cyclops_sp,unknown,Animalia,Hexanauplia,Cyclopoida,Cyclopidae,Cyclops sp.,NA,Arthropoda,NA,Copepoda,NA,NA,aquatic
copepoda calanoida,unknown,Animalia,Hexanauplia,Calanoida,NA,NA,NA,Arthropoda,NA,Copepoda,NA,NA,aquatic
copepoda adult,adults,Animalia,Hexanauplia,NA,NA,NA,NA,Arthropoda,NA,Copepoda,NA,NA,aquatic
copepoda,unknown,Metazoa,Hexanauplia,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Copepoda,unknown,Animalia,Maxillopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
copepod nauplii,unknown,Animalia,Hexanauplia,NA,NA,NA,NA,Arthropoda,NA,Copepoda,NA,NA,aquatic
copepod,unknown,Animalia,Maxillopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
conoesucidae,unknown,Animalia,Insecta,Trichoptera,Conoesucidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
conchostraca_ostracoda,unknown,Animalia,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
common carp,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus carpio,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
comely shiner,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Notropis amoenus,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
colopterygidae newt,larvae,Animalia,Insecta,Odonata,Calopterygidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
colonial algae,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
coloburiscus humeralls,unknown,Animalia,Insecta,Ephemeroptera,Coloburiscidae,Coloburiscus humeralis,NA,Arthropoda,NA,NA,NA,NA,aquatic
collembola,unknown,Metazoa,Collembola,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Collembola,unknown,Animalia,Collembola,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleopterd,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
coleopterans,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
coleoptera_terrestrial,unknown,Metazoa,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
coleoptera_larvae,larvae,Metazoa,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera_adults_48,adults,Metazoa,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera_adults_41,adults,Metazoa,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera_adults,adults,Metazoa,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera_adult,adults,Metazoa,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera terrestrial_adult,adults,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
coleoptera terrestrial,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
coleoptera larvae_45,larvae,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera larvae_41,larvae,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera larvae,larvae,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera larva,larvae,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera imagines,adults,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera histeridae,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera gyrinus_sp,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera dytiscidae_larvae,larvae,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera adults,adults,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera adult,adults,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera 54,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera 43,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera 26,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera 120,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera 119,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coleoptera,unknown,Metazoa,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Coleoptera,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
coieoptera,unknown,Animalia,Insecta,Coieoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Coenagrlidae,larvae/adults,Animalia,Insecta,Odonata,Coenogrionidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
coenagrionidae sp,unknown,Animalia,Insecta,Odonata,Coenagrionidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
coenagrionidae adult,adults,Animalia,Insecta,Odonata,Coenagrionidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
coelotanypus sp_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
coelospharium,unknown,Bacteria,Cyanophyceae,Chroococcales,Chroococcaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
coelosphaerium sp,unknown,Bacteria,Cyanophyceae,Chroococcales,Chroococcaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
coelosphaerium,unknown,Bacteria,Cyanophyceae,Chroococcales,Chroococcaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
coelastrum sp,unknown,Plantae,Chlorophyceae,Sphaeropleales,Scenedesmaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
coelastrum,unknown,Viridiplantae,Chlorophyceae,Sphaeropleales,Scenedesmaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
cocconeis_sp,unknown,Chromista,Bacillariophyceae,Cocconeidales,Cocconeidaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
cocconeis sp,unknown,Chromista,Bacillariophyceae,Achnanthales,Cocconeidaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
cocconeis,unknown,Viridiplantae,Ulvophyceae,Cladophorales,Cladophoraceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
coccinellidae,unknown,Animalia,Insecta,Coleoptera,Coccinellidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
cobitidae,unknown,Animalia,Teleostei,Cypriniformes,Cobitidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
clupeiforms,unknown,Animalia,Actinopterygii,Clupeiformes,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
clupea harengus_pallasi,unknown,Animalia,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii,NA,Chordata,NA,NA,NA,NA,aquatic
closteriurn sp,unknown,Plantae,Zygnematophyceae,Zygnematales,Closteriaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
closterium_sp,unknown,Viridiplantae,Zygnematophyceae,Desmidiales,Closteriaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
closterium sp,unknown,Plantae,Zygnematophyceae,Zygnematales,Closteriaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
closterium,unknown,Viridiplantae,Zygnematophyceae,Desmidiales,Closteriaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
cloeodes,unknown,Animalia,Insecta,Ephemeroptera,Baetidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cleopatra spp,unknown,Animalia,Gastropoda,NA,Paludomidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
clay,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clay,aquatic or terrestrial
class oligochaeta,unknown,Animalia,Clitellata,NA,NA,NA,NA,Annelida,NA,Oligochaeta,NA,NA,aquatic or terrestrial
class hirudinea,unknown,Animalia,Clitellata,NA,NA,NA,NA,Annelida,NA,Hirudinea,NA,NA,aquatic
clarias_sp,unknown,Metazoa,Actinopterygii,Siluriformes,Clariidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
clarias_gariepinus,unknown,Metazoa,Actinopterygii,Siluriformes,Clariidae,Clarias gariepinus,NA,Chordata,NA,NA,NA,NA,aquatic
clarias spp,unknown,Animalia,Actinopterygii,Siluriformes,Clariidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
clarias sp,unknown,Animalia,Actinopterygii,Siluriformes,Clariidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
clams,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
clam flesh,unknown,Animalia,Bivalvia,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
clam,unknown,Animalia,Bivalvia,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
cladotanytarsus,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cladophora_sp,unknown,Viridiplantae,Ulvophyceae,Cladophorales,Cladophoraceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
cladophora sp,unknown,Plantae,Ulvophyceae,Cladophorales,Cladophoraceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
cladophora,unknown,Viridiplantae,Ulvophyceae,Cladophorales,Cladophoraceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
cladocere,unknown,Animalia,Insecta,Coleoptera,Chrysomelidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
cladocerans,unknown,Animalia,Branchiopoda,Cladocera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
cladocera_copepoda,unknown,Metazoa,Branchiopoda,Diplostraca,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
cladocera unidentified,unknown,Animalia,Branchiopoda,Diplostraca,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
cladocera sp,unknown,Animalia,Branchiopoda,Diplostraca,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
cladocera daphnia,unknown,Animalia,Branchiopoda,Diplostraca,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Cladocera and Copepoda,unknown,Animalia,Branchiopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
cladocera,unknown,Metazoa,Branchiopoda,Diplostraca,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
Cladocera,unknown,Animalia,Branchiopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
cladocem,unknown,Animalia,Branchiopoda,Cladocera,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
claassenia sabulosa,unknown,Animalia,Insecta,Plecoptera,Perlidae,Claassenia sabulosa,NA,Arthropoda,NA,NA,NA,NA,aquatic
cirripedia larva,larvae,Animalia,Hexanauplia,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
cirripedia,unknown,Metazoa,Hexanauplia,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
cichlidae,unknown,Animalia,Teleostei,Perciformes,Cichlidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
cichlasoma_paranaense,unknown,Metazoa,Actinopterygii,Cichliformes,Cichlidae,Cichlasoma paranaense,NA,Chordata,NA,NA,NA,NA,aquatic
Cicadidae,unknown,Animalia,Insecta,Hemiptera,Cicadidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
cicadellidae adults,adults,Animalia,Insecta,Hemiptera,Cicadellidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
cicadellidae adult,adults,Animalia,Insecta,Hemiptera,Cicadellidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
cicadellidae,unknown,Animalia,Insecta,Hemiptera,Cicadellidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
ciadocera,unknown,Animalia,Branchiopoda,Diplostraca,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
chydorus_sphaericus,unknown,Metazoa,Branchiopoda,Diplostraca,Chydoridae,Chydorus sphaericus,NA,Arthropoda,NA,NA,NA,NA,aquatic
chydorus spp,unknown,Animalia,Branchiopoda,Diplostraca,Chydoridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chydorus sphericus,unknown,Animalia,Branchiopoda,Diplostraca,Chydoridae,Chydorus sphaericus,NA,Arthropoda,NA,NA,NA,NA,aquatic
chydorus sp,unknown,Animalia,Branchiopoda,Diplostraca,Chydoridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chydorus,unknown,Animalia,Branchiopoda,Diplostraca,Chydoridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chydoridae,unknown,Animalia,Branchiopoda,Diplostraca,Chydoridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chrysops sp_larvae,larvae,Animalia,Insecta,Diptera,Tabanidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chrysophyta,unknown,Chromista,Chrysophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
chrysophyceae,unknown,Chromista,Chrysophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
chrysomelidae,unknown,Animalia,Insecta,Coleoptera,Chrysomelidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
chrionomidae,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
chrionomid pupae,pupae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
