,site_name,lat,long,predator_min_length,predator_max_length,length_units,length_measure,predator_stage,type_of_fish,sample_size,start_date,end_date,habitat,microhabitat,measurement_type,measurement_units,author,year,journal,citation,table_figure,notes,prey_taxon,measurement,sampling_interval,predator_average_length,frequency
3285,"Bonita Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Catostomus insignis,24,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,diatoms,Tr,NA,NA,NA
3286,"Bonita Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Pantosterus clarki,25,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,diatoms,17.4,NA,NA,NA
3287,"Aravaipa Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Catostomus insignis,33,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,filamentous_algae,Tr,NA,NA,NA
3288,"Aravaipa Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Pantosterus clarki,51,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,filamentous_algae,7.1,NA,NA,NA
3289,"Bonita Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Catostomus insignis,24,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,filamentous_algae,5.7,NA,NA,NA
3290,"Bonita Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Pantosterus clarki,25,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,filamentous_algae,10.9,NA,NA,NA
3291,"Aravaipa Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Catostomus insignis,33,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,detritus,18.8,NA,NA,NA
3292,"Aravaipa Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Pantosterus clarki,51,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,detritus,13.2,NA,NA,NA
3293,"Bonita Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Catostomus insignis,24,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,detritus,Tr,NA,NA,NA
3294,"Bonita Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Pantosterus clarki,25,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,detritus,Tr,NA,NA,NA
3295,"Aravaipa Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Catostomus insignis,33,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,inorganic_material,5,NA,NA,NA
3296,"Aravaipa Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Pantosterus clarki,51,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,inorganic_material,53,NA,NA,NA
3297,"Bonita Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Catostomus insignis,24,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,inorganic_material,9.4,NA,NA,NA
3298,"Bonita Creek, AZ",NA,NA,NA,NA,NA,NA,NA,Pantosterus clarki,25,1/1/1964,1/1/1982,Creek,NA,percent volume,percent,Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,NA,inorganic_material,19.8,NA,NA,NA
3299,"Lake Pontchartrain, Louisiana",NA,NA,30,44,mm,standard length,NA,Anchoa mitchilli,13,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,rotifera,3.9,NA,NA,NA
3300,"Lake Pontchartrain, Louisiana",NA,NA,43,49,mm,standard length,NA,Anchoa mitchilli,21,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,rotifera,0.3,NA,NA,NA
3301,"Lake Pontchartrain, Louisiana",NA,NA,50,54,mm,standard length,NA,Anchoa mitchilli,22,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,rotifera,NA,NA,NA,NA
3302,"Lake Pontchartrain, Louisiana",NA,NA,55,59,mm,standard length,NA,Anchoa mitchilli,19,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,rotifera,NA,NA,NA,NA
3303,"Lake Pontchartrain, Louisiana",NA,NA,60,74,mm,standard length,NA,Anchoa mitchilli,11,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,rotifera,NA,NA,NA,NA
3304,"Lake Pontchartrain, Louisiana",NA,NA,30,44,mm,standard length,NA,Anchoa mitchilli,13,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,ostracoda,NA,NA,NA,NA
3305,"Lake Pontchartrain, Louisiana",NA,NA,43,49,mm,standard length,NA,Anchoa mitchilli,21,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,ostracoda,0.8,NA,NA,NA
3306,"Lake Pontchartrain, Louisiana",NA,NA,50,54,mm,standard length,NA,Anchoa mitchilli,22,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,ostracoda,NA,NA,NA,NA
3307,"Lake Pontchartrain, Louisiana",NA,NA,55,59,mm,standard length,NA,Anchoa mitchilli,19,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,ostracoda,NA,NA,NA,NA
3308,"Lake Pontchartrain, Louisiana",NA,NA,60,74,mm,standard length,NA,Anchoa mitchilli,11,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,ostracoda,NA,NA,NA,NA
3309,"Lake Pontchartrain, Louisiana",NA,NA,30,44,mm,standard length,NA,Anchoa mitchilli,13,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,copepoda_undet,11,NA,NA,NA
3310,"Lake Pontchartrain, Louisiana",NA,NA,43,49,mm,standard length,NA,Anchoa mitchilli,21,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,copepoda_undet,9.4,NA,NA,NA
3311,"Lake Pontchartrain, Louisiana",NA,NA,50,54,mm,standard length,NA,Anchoa mitchilli,22,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,copepoda_undet,NA,NA,NA,NA
3312,"Lake Pontchartrain, Louisiana",NA,NA,55,59,mm,standard length,NA,Anchoa mitchilli,19,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,copepoda_undet,1.5,NA,NA,NA
3313,"Lake Pontchartrain, Louisiana",NA,NA,60,74,mm,standard length,NA,Anchoa mitchilli,11,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,copepoda_undet,NA,NA,NA,NA
3314,"Lake Pontchartrain, Louisiana",NA,NA,30,44,mm,standard length,NA,Anchoa mitchilli,13,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,calanoid,9,NA,NA,NA
3315,"Lake Pontchartrain, Louisiana",NA,NA,43,49,mm,standard length,NA,Anchoa mitchilli,21,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,calanoid,1.4,NA,NA,NA
3316,"Lake Pontchartrain, Louisiana",NA,NA,50,54,mm,standard length,NA,Anchoa mitchilli,22,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,calanoid,NA,NA,NA,NA
3317,"Lake Pontchartrain, Louisiana",NA,NA,55,59,mm,standard length,NA,Anchoa mitchilli,19,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,calanoid,3.5,NA,NA,NA
3318,"Lake Pontchartrain, Louisiana",NA,NA,60,74,mm,standard length,NA,Anchoa mitchilli,11,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,calanoid,0.5,NA,NA,NA
3319,"Lake Pontchartrain, Louisiana",NA,NA,30,44,mm,standard length,NA,Anchoa mitchilli,13,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,cyclopoid,NA,NA,NA,NA
3320,"Lake Pontchartrain, Louisiana",NA,NA,43,49,mm,standard length,NA,Anchoa mitchilli,21,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,cyclopoid,NA,NA,NA,NA
3321,"Lake Pontchartrain, Louisiana",NA,NA,50,54,mm,standard length,NA,Anchoa mitchilli,22,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,cyclopoid,0.5,NA,NA,NA
3322,"Lake Pontchartrain, Louisiana",NA,NA,55,59,mm,standard length,NA,Anchoa mitchilli,19,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,cyclopoid,NA,NA,NA,NA
3323,"Lake Pontchartrain, Louisiana",NA,NA,60,74,mm,standard length,NA,Anchoa mitchilli,11,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,cyclopoid,NA,NA,NA,NA
3324,"Lake Pontchartrain, Louisiana",NA,NA,30,44,mm,standard length,NA,Anchoa mitchilli,13,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,harpacticoid,0.3,NA,NA,NA
3325,"Lake Pontchartrain, Louisiana",NA,NA,43,49,mm,standard length,NA,Anchoa mitchilli,21,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,harpacticoid,0.4,NA,NA,NA
3326,"Lake Pontchartrain, Louisiana",NA,NA,50,54,mm,standard length,NA,Anchoa mitchilli,22,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,harpacticoid,3.3,NA,NA,NA
3327,"Lake Pontchartrain, Louisiana",NA,NA,55,59,mm,standard length,NA,Anchoa mitchilli,19,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,harpacticoid,NA,NA,NA,NA
3328,"Lake Pontchartrain, Louisiana",NA,NA,60,74,mm,standard length,NA,Anchoa mitchilli,11,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,harpacticoid,1.3,NA,NA,NA
3329,"Lake Pontchartrain, Louisiana",NA,NA,30,44,mm,standard length,NA,Anchoa mitchilli,13,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,mysid_shrimp,28.1,NA,NA,NA
3330,"Lake Pontchartrain, Louisiana",NA,NA,43,49,mm,standard length,NA,Anchoa mitchilli,21,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,mysid_shrimp,52,NA,NA,NA
3331,"Lake Pontchartrain, Louisiana",NA,NA,50,54,mm,standard length,NA,Anchoa mitchilli,22,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,mysid_shrimp,43.8,NA,NA,NA
3332,"Lake Pontchartrain, Louisiana",NA,NA,55,59,mm,standard length,NA,Anchoa mitchilli,19,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,mysid_shrimp,34.5,NA,NA,NA
3333,"Lake Pontchartrain, Louisiana",NA,NA,60,74,mm,standard length,NA,Anchoa mitchilli,11,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,mysid_shrimp,40.3,NA,NA,NA
3334,"Lake Pontchartrain, Louisiana",NA,NA,30,44,mm,standard length,NA,Anchoa mitchilli,13,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,isopoda,NA,NA,NA,NA
3335,"Lake Pontchartrain, Louisiana",NA,NA,43,49,mm,standard length,NA,Anchoa mitchilli,21,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,isopoda,5.4,NA,NA,NA
3336,"Lake Pontchartrain, Louisiana",NA,NA,50,54,mm,standard length,NA,Anchoa mitchilli,22,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,isopoda,8.5,NA,NA,NA
3337,"Lake Pontchartrain, Louisiana",NA,NA,55,59,mm,standard length,NA,Anchoa mitchilli,19,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,isopoda,7.3,NA,NA,NA
3338,"Lake Pontchartrain, Louisiana",NA,NA,60,74,mm,standard length,NA,Anchoa mitchilli,11,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,isopoda,NA,NA,NA,NA
3339,"Lake Pontchartrain, Louisiana",NA,NA,30,44,mm,standard length,NA,Anchoa mitchilli,13,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,amphipoda,NA,NA,NA,NA
3340,"Lake Pontchartrain, Louisiana",NA,NA,43,49,mm,standard length,NA,Anchoa mitchilli,21,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,amphipoda,6,NA,NA,NA
3341,"Lake Pontchartrain, Louisiana",NA,NA,50,54,mm,standard length,NA,Anchoa mitchilli,22,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,amphipoda,1.2,NA,NA,NA
3342,"Lake Pontchartrain, Louisiana",NA,NA,55,59,mm,standard length,NA,Anchoa mitchilli,19,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,amphipoda,2.6,NA,NA,NA
3343,"Lake Pontchartrain, Louisiana",NA,NA,60,74,mm,standard length,NA,Anchoa mitchilli,11,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,amphipoda,NA,NA,NA,NA
3344,"Lake Pontchartrain, Louisiana",NA,NA,30,44,mm,standard length,NA,Anchoa mitchilli,13,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,insecta,1,NA,NA,NA
3345,"Lake Pontchartrain, Louisiana",NA,NA,43,49,mm,standard length,NA,Anchoa mitchilli,21,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,insecta,0.8,NA,NA,NA
3346,"Lake Pontchartrain, Louisiana",NA,NA,50,54,mm,standard length,NA,Anchoa mitchilli,22,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl1,NA,insecta,NA,NA,NA,NA
