"","fish_id","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"64","0001FFMGK6BJ72VXHWHNHAJFC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","8",NA,"crustacea","40","unknown"
"65","0001FFMGK6R1MNZMJ9XHD92QD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","9",NA,"crustacea","52","unknown"
"66","0001FFMGK6M3YJCMNNBWH4NGA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","10",NA,"crustacea","68","unknown"
"67","0001FFMGK6VT6ENCK01R1CSAJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","2",NA,"fish remains",NA,"unknown"
"68","0001FFMGK6YJ28DC921F0G6S8C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","3",NA,"fish remains",NA,"unknown"
"69","0001FFMGK6QQTPFA21D43TVZJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","4",NA,"fish remains",NA,"unknown"
"70","0001FFMGK623HG9144P99WD721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","5",NA,"fish remains","15","unknown"
"71","0001FFMGK6A7R2N3DMKKKCT9QQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","6",NA,"fish remains",NA,"unknown"
"72","0001FFMGK6MG04NEFMXRXA45BB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","7",NA,"fish remains","40","unknown"
"73","0001FFMGK6BJ72VXHWHNHAJFC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","8",NA,"fish remains",NA,"unknown"
"74","0001FFMGK6R1MNZMJ9XHD92QD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","9",NA,"fish remains",NA,"unknown"
"75","0001FFMGK6M3YJCMNNBWH4NGA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","10",NA,"fish remains",NA,"unknown"
"76","0001FFMGK6VT6ENCK01R1CSAJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","2",NA,"other organisms","2","unknown"
"77","0001FFMGK6YJ28DC921F0G6S8C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","3",NA,"other organisms","5","unknown"
"78","0001FFMGK6QQTPFA21D43TVZJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","4",NA,"other organisms","10","unknown"
"79","0001FFMGK623HG9144P99WD721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","5",NA,"other organisms",NA,"unknown"
"80","0001FFMGK6A7R2N3DMKKKCT9QQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","6",NA,"other organisms",NA,"unknown"
"81","0001FFMGK6MG04NEFMXRXA45BB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","7",NA,"other organisms","5","unknown"
"82","0001FFMGK6BJ72VXHWHNHAJFC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","8",NA,"other organisms","26","unknown"
"83","0001FFMGK6R1MNZMJ9XHD92QD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","9",NA,"other organisms","20","unknown"
"84","0001FFMGK6M3YJCMNNBWH4NGA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","10",NA,"other organisms","30","unknown"
"85","0001FFMGK6VT6ENCK01R1CSAJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","2",NA,"detritus",NA,"unknown"
"86","0001FFMGK6YJ28DC921F0G6S8C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","3",NA,"detritus","10","unknown"
"87","0001FFMGK6QQTPFA21D43TVZJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","4",NA,"detritus",NA,"unknown"
"88","0001FFMGK623HG9144P99WD721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","5",NA,"detritus","9","unknown"
"89","0001FFMGK6A7R2N3DMKKKCT9QQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","6",NA,"detritus",NA,"unknown"
"90","0001FFMGK6MG04NEFMXRXA45BB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","7",NA,"detritus","1","unknown"
"91","0001FFMGK6BJ72VXHWHNHAJFC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","8",NA,"detritus",NA,"unknown"
"92","0001FFMGK6R1MNZMJ9XHD92QD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","9",NA,"detritus",NA,"unknown"
"93","0001FFMGK6M3YJCMNNBWH4NGA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reservoir",NA,"Siaw-Yang","1988","Hydrobiologia","Siaw-Yang, Y. (1988). Food resource utilization partitioning of fifteen fish species at Bukit Merah Reservoir, Malaysia. Hydrobiologia, 157(2), 143-160.","tbl 1","predator species","10",NA,"detritus","tr","unknown"
