"fish_id_new","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"callinectes sapidus",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"callinectes sapidus","1","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"callinectes sapidus","0.8","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"callinectes sapidus","3","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"insecta",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"insecta",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"insecta",NA,"unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"insecta",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"coleoptera","1.7","unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"coleoptera","0.3","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"coleoptera","0.5","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"coleoptera",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"diptera","0.5","unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"diptera","1.3","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"diptera","0.8","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"diptera","0.6","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"annelida",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"annelida","1.3","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"annelida",NA,"unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"annelida","0.7","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"rangia cuneata",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"rangia cuneata","25.3","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"rangia cuneata","36","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"rangia cuneata","9.9","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"mytilopsis leucopheata",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"mytilopsis leucopheata",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"mytilopsis leucopheata","6.7","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"mytilopsis leucopheata","2.1","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"gastropoda",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"gastropoda",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"gastropoda","0.5","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"gastropoda",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"hydroids",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"hydroids",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"hydroids","0.1","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"hydroids",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"anchoa mitchilli",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"anchoa mitchilli",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"anchoa mitchilli","9.9","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"anchoa mitchilli","0.5","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"citharichthys spilopterus",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"citharichthys spilopterus",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"citharichthys spilopterus",NA,"unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"citharichthys spilopterus","7.3","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"menidia beryllina",NA,"unknown"
