,site_name,lat.x,long,predator_min_length,predator_max_length,length_units,length_measure,predator_stage,type_of_fish,sample_size,start_date,end_date,habitat,microhabitat,measurement_type,measurement_units,author,year,journal,citation,table_figure,notes,prey_taxon,measurement,prey_stage,sampling_interval,predator_average_length,frequency,lon,lat.y
175,"Oxon Run, Washington, DC, USA",NA,NA,16,44,mm,NA,NA,Semotilus bullaris,101,43485,43485,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,6,adults,monthly,NA,NA,-76.9642871,38.8465488
176,"Oxon Run, Washington, DC, USA",NA,NA,16,36,mm,NA,NA,Semotilus bullaris,6,43516,43516,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,17,adults,monthly,NA,NA,-76.9642871,38.8465488
177,"Oxon Run, Washington, DC, USA",NA,NA,24,88,mm,NA,NA,Semotilus bullaris,22,43544,43544,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,39,adults,monthly,NA,NA,-76.9642871,38.8465488
178,"Oxon Run, Washington, DC, USA",NA,NA,20,52,mm,NA,NA,Semotilus bullaris,24,43575,43575,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,24,adults,monthly,NA,NA,-76.9642871,38.8465488
179,"Oxon Run, Washington, DC, USA",NA,NA,24,48,mm,NA,NA,Semotilus bullaris,34,43605,43605,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,45,adults,monthly,NA,NA,-76.9642871,38.8465488
180,"Oxon Run, Washington, DC, USA",NA,NA,36,52,mm,NA,NA,Semotilus bullaris,12,43636,43636,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,33,adults,monthly,NA,NA,-76.9642871,38.8465488
181,"Oxon Run, Washington, DC, USA",NA,NA,44,56,mm,NA,NA,Semotilus bullaris,4,43666,43666,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,50,adults,monthly,NA,NA,-76.9642871,38.8465488
182,"Oxon Run, Washington, DC, USA",NA,NA,20,44,mm,NA,NA,Semotilus bullaris,24,43728,43728,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,16,adults,monthly,NA,NA,-76.9642871,38.8465488
183,"Oxon Run, Washington, DC, USA",NA,NA,36,48,mm,NA,NA,Semotilus bullaris,2,43758,43758,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,100,adults,monthly,NA,NA,-76.9642871,38.8465488
184,"Oxon Run, Washington, DC, USA",NA,NA,28,122,mm,NA,NA,Semotilus bullaris,2,43789,43789,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,0,adults,monthly,NA,NA,-76.9642871,38.8465488
185,"Oxon Run, Washington, DC, USA",NA,NA,28,72,mm,NA,NA,Semotilus bullaris,11,7645,7645,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,coleoptera_adult,0,adults,monthly,NA,NA,-76.9642871,38.8465488
186,"Oxon Run, Washington, DC, USA",NA,NA,16,44,mm,NA,NA,Semotilus bullaris,101,43485,43485,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,5,larvae,monthly,NA,NA,-76.9642871,38.8465488
187,"Oxon Run, Washington, DC, USA",NA,NA,16,36,mm,NA,NA,Semotilus bullaris,6,43516,43516,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
188,"Oxon Run, Washington, DC, USA",NA,NA,24,88,mm,NA,NA,Semotilus bullaris,22,43544,43544,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
189,"Oxon Run, Washington, DC, USA",NA,NA,20,52,mm,NA,NA,Semotilus bullaris,24,43575,43575,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
190,"Oxon Run, Washington, DC, USA",NA,NA,24,48,mm,NA,NA,Semotilus bullaris,34,43605,43605,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
191,"Oxon Run, Washington, DC, USA",NA,NA,36,52,mm,NA,NA,Semotilus bullaris,12,43636,43636,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
192,"Oxon Run, Washington, DC, USA",NA,NA,44,56,mm,NA,NA,Semotilus bullaris,4,43666,43666,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
193,"Oxon Run, Washington, DC, USA",NA,NA,20,44,mm,NA,NA,Semotilus bullaris,24,43728,43728,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
194,"Oxon Run, Washington, DC, USA",NA,NA,36,48,mm,NA,NA,Semotilus bullaris,2,43758,43758,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
195,"Oxon Run, Washington, DC, USA",NA,NA,28,122,mm,NA,NA,Semotilus bullaris,2,43789,43789,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
196,"Oxon Run, Washington, DC, USA",NA,NA,28,72,mm,NA,NA,Semotilus bullaris,11,7645,7645,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
197,"Oxon Run, Washington, DC, USA",NA,NA,16,44,mm,NA,NA,Semotilus bullaris,101,43485,43485,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,1,pupae,monthly,NA,NA,-76.9642871,38.8465488
198,"Oxon Run, Washington, DC, USA",NA,NA,16,36,mm,NA,NA,Semotilus bullaris,6,43516,43516,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,0,pupae,monthly,NA,NA,-76.9642871,38.8465488
199,"Oxon Run, Washington, DC, USA",NA,NA,24,88,mm,NA,NA,Semotilus bullaris,22,43544,43544,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,0,pupae,monthly,NA,NA,-76.9642871,38.8465488
200,"Oxon Run, Washington, DC, USA",NA,NA,20,52,mm,NA,NA,Semotilus bullaris,24,43575,43575,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,0,pupae,monthly,NA,NA,-76.9642871,38.8465488
201,"Oxon Run, Washington, DC, USA",NA,NA,24,48,mm,NA,NA,Semotilus bullaris,34,43605,43605,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,0,pupae,monthly,NA,NA,-76.9642871,38.8465488
202,"Oxon Run, Washington, DC, USA",NA,NA,36,52,mm,NA,NA,Semotilus bullaris,12,43636,43636,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,0,pupae,monthly,NA,NA,-76.9642871,38.8465488
203,"Oxon Run, Washington, DC, USA",NA,NA,44,56,mm,NA,NA,Semotilus bullaris,4,43666,43666,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,0,pupae,monthly,NA,NA,-76.9642871,38.8465488
204,"Oxon Run, Washington, DC, USA",NA,NA,20,44,mm,NA,NA,Semotilus bullaris,24,43728,43728,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,0,pupae,monthly,NA,NA,-76.9642871,38.8465488
205,"Oxon Run, Washington, DC, USA",NA,NA,36,48,mm,NA,NA,Semotilus bullaris,2,43758,43758,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,0,pupae,monthly,NA,NA,-76.9642871,38.8465488
206,"Oxon Run, Washington, DC, USA",NA,NA,28,122,mm,NA,NA,Semotilus bullaris,2,43789,43789,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,0,pupae,monthly,NA,NA,-76.9642871,38.8465488
207,"Oxon Run, Washington, DC, USA",NA,NA,28,72,mm,NA,NA,Semotilus bullaris,11,7645,7645,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,lepidoptera_pupae,0,pupae,monthly,NA,NA,-76.9642871,38.8465488
208,"Oxon Run, Washington, DC, USA",NA,NA,16,44,mm,NA,NA,Semotilus bullaris,101,43485,43485,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
209,"Oxon Run, Washington, DC, USA",NA,NA,16,36,mm,NA,NA,Semotilus bullaris,6,43516,43516,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
210,"Oxon Run, Washington, DC, USA",NA,NA,24,88,mm,NA,NA,Semotilus bullaris,22,43544,43544,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
211,"Oxon Run, Washington, DC, USA",NA,NA,20,52,mm,NA,NA,Semotilus bullaris,24,43575,43575,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,8,larvae,monthly,NA,NA,-76.9642871,38.8465488
212,"Oxon Run, Washington, DC, USA",NA,NA,24,48,mm,NA,NA,Semotilus bullaris,34,43605,43605,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
213,"Oxon Run, Washington, DC, USA",NA,NA,36,52,mm,NA,NA,Semotilus bullaris,12,43636,43636,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
214,"Oxon Run, Washington, DC, USA",NA,NA,44,56,mm,NA,NA,Semotilus bullaris,4,43666,43666,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
215,"Oxon Run, Washington, DC, USA",NA,NA,20,44,mm,NA,NA,Semotilus bullaris,24,43728,43728,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
216,"Oxon Run, Washington, DC, USA",NA,NA,36,48,mm,NA,NA,Semotilus bullaris,2,43758,43758,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
217,"Oxon Run, Washington, DC, USA",NA,NA,28,122,mm,NA,NA,Semotilus bullaris,2,43789,43789,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
218,"Oxon Run, Washington, DC, USA",NA,NA,28,72,mm,NA,NA,Semotilus bullaris,11,7645,7645,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_larvae,0,larvae,monthly,NA,NA,-76.9642871,38.8465488
219,"Oxon Run, Washington, DC, USA",NA,NA,16,44,mm,NA,NA,Semotilus bullaris,101,43485,43485,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_adult,0,adults,monthly,NA,NA,-76.9642871,38.8465488
220,"Oxon Run, Washington, DC, USA",NA,NA,16,36,mm,NA,NA,Semotilus bullaris,6,43516,43516,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_adult,0,adults,monthly,NA,NA,-76.9642871,38.8465488
221,"Oxon Run, Washington, DC, USA",NA,NA,24,88,mm,NA,NA,Semotilus bullaris,22,43544,43544,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_adult,0,adults,monthly,NA,NA,-76.9642871,38.8465488
222,"Oxon Run, Washington, DC, USA",NA,NA,20,52,mm,NA,NA,Semotilus bullaris,24,43575,43575,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_adult,4,adults,monthly,NA,NA,-76.9642871,38.8465488
223,"Oxon Run, Washington, DC, USA",NA,NA,24,48,mm,NA,NA,Semotilus bullaris,34,43605,43605,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_adult,1,adults,monthly,NA,NA,-76.9642871,38.8465488
224,"Oxon Run, Washington, DC, USA",NA,NA,36,52,mm,NA,NA,Semotilus bullaris,12,43636,43636,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_adult,25,adults,monthly,NA,NA,-76.9642871,38.8465488
225,"Oxon Run, Washington, DC, USA",NA,NA,44,56,mm,NA,NA,Semotilus bullaris,4,43666,43666,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_adult,0,adults,monthly,NA,NA,-76.9642871,38.8465488
226,"Oxon Run, Washington, DC, USA",NA,NA,20,44,mm,NA,NA,Semotilus bullaris,24,43728,43728,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_adult,0,adults,monthly,NA,NA,-76.9642871,38.8465488
227,"Oxon Run, Washington, DC, USA",NA,NA,36,48,mm,NA,NA,Semotilus bullaris,2,43758,43758,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_adult,0,adults,monthly,NA,NA,-76.9642871,38.8465488
228,"Oxon Run, Washington, DC, USA",NA,NA,28,122,mm,NA,NA,Semotilus bullaris,2,43789,43789,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diptera_adult,0,adults,monthly,NA,NA,-76.9642871,38.8465488
